clothes_class,clothing_path,R_median,G_median,B_median
longsleeve,clothing-dataset-small/longsleeve/9e803923-d851-47e6-8376-6e557abb6dcd.jpg,110,106,110
longsleeve,clothing-dataset-small/longsleeve/021bfd37-1620-4aac-916c-8575c4d3af6b.jpg,203,178,203
longsleeve,clothing-dataset-small/longsleeve/f1f3585a-a0c9-4805-8bd7-1d5084d10463.jpg,36,32,36
longsleeve,clothing-dataset-small/longsleeve/686d1d11-67ac-4acd-bd9d-d744774ec7a0.jpg,94,40,94
longsleeve,clothing-dataset-small/longsleeve/b64300ea-6c71-4a6b-90b7-b6a92aa68742.jpg,36,41,36
longsleeve,clothing-dataset-small/longsleeve/3310d6ef-3e28-4a4d-9311-b9e47f0216b3.jpg,104,97,104
longsleeve,clothing-dataset-small/longsleeve/387d935f-a648-4d15-9aca-ae74c1e7b2a5.jpg,10,12,10
longsleeve,clothing-dataset-small/longsleeve/8d4775a5-5918-4836-a627-03694dd26565.jpg,171,173,171
longsleeve,clothing-dataset-small/longsleeve/8ffd288e-9502-48fe-87ab-23063659b275.jpg,217,217,217
longsleeve,clothing-dataset-small/longsleeve/303bb705-52f9-4f1d-9b8c-8a514157f5d6.jpg,44,41,44
longsleeve,clothing-dataset-small/longsleeve/d6a35b67-5647-4626-8c36-6b63ba5f6c12.jpg,47,44,47
longsleeve,clothing-dataset-small/longsleeve/3e6352b9-9e25-4de0-a568-9446d8f61922.jpg,215,203,215
longsleeve,clothing-dataset-small/longsleeve/414cf5c9-f0eb-4f7e-a20a-7ef77ef2e06f.jpg,154,152,154
longsleeve,clothing-dataset-small/longsleeve/f292247a-3e20-42e1-826e-92539ab39823.jpg,84,65,84
longsleeve,clothing-dataset-small/longsleeve/46d65d04-97a1-4bf3-bc3e-67c835a86fbe.jpg,53,52,53
longsleeve,clothing-dataset-small/longsleeve/86e84247-1888-4f32-8169-db7d786bed22.jpg,43,42,43
longsleeve,clothing-dataset-small/longsleeve/2153199f-0a48-4334-bb12-51e07486b5c0.jpg,23,35,23
longsleeve,clothing-dataset-small/longsleeve/226e8676-f121-4601-a544-a204fc0541c2.jpg,174,150,174
longsleeve,clothing-dataset-small/longsleeve/540e1bec-cdda-45b2-91ef-66df33ee50c0.jpg,240,230,240
longsleeve,clothing-dataset-small/longsleeve/2bd016a4-6026-4e31-81f6-3ee12d3e59a5.jpg,11,41,11
longsleeve,clothing-dataset-small/longsleeve/1a1b2429-4235-486e-9a97-afb7acb116e1.jpg,50,46,50
longsleeve,clothing-dataset-small/longsleeve/d56ac277-03da-43cd-b7d2-b151b9bfa1fc.jpg,162,17,162
longsleeve,clothing-dataset-small/longsleeve/7110460a-44eb-4bea-a477-e533a80f0db2.jpg,38,89,38
longsleeve,clothing-dataset-small/longsleeve/fc445dc0-d718-4478-845f-a0223a74ebb8.jpg,113,130,113
longsleeve,clothing-dataset-small/longsleeve/dd3f4caa-ecbf-477f-b75c-0e1746b716f9.jpg,148,149,148
longsleeve,clothing-dataset-small/longsleeve/fc2c397f-29cb-4524-b797-5bda35da7d18.jpg,136,136,136
longsleeve,clothing-dataset-small/longsleeve/e859f79f-37fe-4934-9996-7bf2ca6d7028.jpg,94,110,94
longsleeve,clothing-dataset-small/longsleeve/411f9b0b-5856-4ebc-949e-f84cf1e3fd1b.jpg,70,104,70
longsleeve,clothing-dataset-small/longsleeve/44bed517-2dc2-4df2-b85f-4fd28730c933.jpg,37,36,37
longsleeve,clothing-dataset-small/longsleeve/0bd7a506-9042-4dfc-b061-0a8279c887bb.jpg,45,45,45
longsleeve,clothing-dataset-small/longsleeve/531a0307-e3d4-4ab5-b488-12932fd218f9.jpg,23,25,23
longsleeve,clothing-dataset-small/longsleeve/a0b3c989-9a44-4313-ac4c-41f85db5ea7f.jpg,91,90,91
longsleeve,clothing-dataset-small/longsleeve/f2e3fe1f-fcf1-479e-9d48-3e45f07a5447.jpg,50,47,50
longsleeve,clothing-dataset-small/longsleeve/bc96eb47-531d-410f-bcae-dab5ec60db66.jpg,173,147,173
longsleeve,clothing-dataset-small/longsleeve/ef836eac-b9f5-4510-a3b2-54be1a2d43e7.jpg,62,59,62
longsleeve,clothing-dataset-small/longsleeve/8486c6c9-0af0-49c4-a1dd-7caec3b34075.jpg,42,45,42
longsleeve,clothing-dataset-small/longsleeve/681ea190-f72b-4bdc-8854-93a1dc1209a7.jpg,135,129,135
longsleeve,clothing-dataset-small/longsleeve/6ff7b140-076c-411f-93cb-faa60b1cc583.jpg,17,65,17
longsleeve,clothing-dataset-small/longsleeve/6e857a40-68f4-471f-a19d-1b787f1f52bf.jpg,21,32,21
longsleeve,clothing-dataset-small/longsleeve/80c77dd2-8dfb-4674-9c83-aa36f86c6794.jpg,175,171,175
longsleeve,clothing-dataset-small/longsleeve/21d5734b-6bb8-4fe2-92fb-187bf8eed730.jpg,92,128,92
longsleeve,clothing-dataset-small/longsleeve/08244a6d-b413-4018-9fd7-ffd28ed9a125.jpg,15,62,15
longsleeve,clothing-dataset-small/longsleeve/ec2c79a8-662c-4081-a9ab-fdce6e49b730.jpg,81,97,81
longsleeve,clothing-dataset-small/longsleeve/9fd19df9-36e8-41d6-9cc5-00937880d223.jpg,120,126,120
longsleeve,clothing-dataset-small/longsleeve/9c7bc8ac-ebf6-43f9-bdf5-6a8f21b7ea0f.jpg,45,32,45
longsleeve,clothing-dataset-small/longsleeve/d1545351-af54-4eb2-b290-c2ab690fdfde.jpg,181,183,181
longsleeve,clothing-dataset-small/longsleeve/bbeabf26-aa2e-420a-a7fa-d255adaa9f9a.jpg,51,50,51
longsleeve,clothing-dataset-small/longsleeve/aa8b8cd6-9979-43cd-9e3a-2fe9a40f62c1.jpg,186,43,186
longsleeve,clothing-dataset-small/longsleeve/b6560a66-898a-4c8b-b311-f796a3cf8d97.jpg,170,160,170
longsleeve,clothing-dataset-small/longsleeve/b6b5bd75-4e7a-4cbd-a81e-67e549b3638d.jpg,45,42,45
longsleeve,clothing-dataset-small/longsleeve/9cf456b3-355e-447e-a96e-dec2980b8e7f.jpg,243,128,243
longsleeve,clothing-dataset-small/longsleeve/05004de9-8929-45b4-92a6-c881be04e5cc.jpg,105,103,105
longsleeve,clothing-dataset-small/longsleeve/7b104d7f-8dcf-4452-bc5a-e236723c66cf.jpg,26,26,26
longsleeve,clothing-dataset-small/longsleeve/36b4e957-021d-4a48-aaea-25dff54e162c.jpg,153,60,153
longsleeve,clothing-dataset-small/longsleeve/fbdcc9a6-1363-46a5-8df7-1cfd715420c3.jpg,84,74,84
longsleeve,clothing-dataset-small/longsleeve/32f7bb4b-cf54-4b56-bf99-77eeb1d68bc5.jpg,138,112,138
longsleeve,clothing-dataset-small/longsleeve/2dc56ede-fae7-4a74-9ba1-e7084e21d142.jpg,75,72,75
longsleeve,clothing-dataset-small/longsleeve/31300080-1a75-43ad-a301-4c45cfdde876.jpg,146,139,146
longsleeve,clothing-dataset-small/longsleeve/1468e9b6-1856-4cfa-aefd-3bfc3e59d4e3.jpg,102,93,102
longsleeve,clothing-dataset-small/longsleeve/b8d2ae21-39cb-41bf-a189-0ea15d4f864a.jpg,192,128,192
longsleeve,clothing-dataset-small/longsleeve/7e9e9064-f694-46da-bf8a-6577c3f256b5.jpg,195,126,195
longsleeve,clothing-dataset-small/longsleeve/abc2bbb7-d6e3-46a4-89ff-31aa079ebdcc.jpg,101,102,101
longsleeve,clothing-dataset-small/longsleeve/53733341-2303-43a1-a402-7a6823314f4c.jpg,117,115,117
longsleeve,clothing-dataset-small/longsleeve/d53a8448-2278-4a6d-892a-36f14ed3ae0b.jpg,109,108,109
longsleeve,clothing-dataset-small/longsleeve/29ac1127-df39-48da-ac04-77981dfab4e9.jpg,59,23,59
longsleeve,clothing-dataset-small/longsleeve/5c2349f3-defa-4924-adf7-f28b144e39b2.jpg,226,94,226
longsleeve,clothing-dataset-small/longsleeve/99d655ef-8553-4c38-ac96-8e9e1abc05aa.jpg,103,160,103
longsleeve,clothing-dataset-small/longsleeve/bcce8445-ab0d-4bfa-bd73-9d01a1e99d9e.jpg,52,29,52
longsleeve,clothing-dataset-small/longsleeve/111f1db6-391c-4a82-b2e8-999a7fbcd886.jpg,116,104,116
longsleeve,clothing-dataset-small/longsleeve/9ed46a0d-2b44-4594-a0ee-7323c6d87919.jpg,110,61,110
longsleeve,clothing-dataset-small/longsleeve/ea1a27dd-f340-4f24-ba49-4ec1ef5d20ee.jpg,58,44,58
longsleeve,clothing-dataset-small/longsleeve/efae0012-7b21-4406-bd98-6d685626fab4.jpg,56,36,56
longsleeve,clothing-dataset-small/longsleeve/6e69a725-ea5d-4097-83c9-7397e135988b.jpg,70,67,70
longsleeve,clothing-dataset-small/longsleeve/1e48d32e-e88a-4435-b06a-c9fb20697647.jpg,190,179,190
longsleeve,clothing-dataset-small/longsleeve/2e2caac6-b1a0-4466-a998-0fa5f1554818.jpg,120,113,120
longsleeve,clothing-dataset-small/longsleeve/5e01f1b8-4672-4a29-85c2-63d7e76c5056.jpg,25,33,25
longsleeve,clothing-dataset-small/longsleeve/ccbbfb83-ba8c-4ea5-8f9e-5ec4abbaf0e8.jpg,53,55,53
longsleeve,clothing-dataset-small/longsleeve/0ef8124f-0344-49b4-901c-b583f2e66c4b.jpg,148,141,148
longsleeve,clothing-dataset-small/longsleeve/96f9dce9-29a4-4cab-8d04-c009db5e895e.jpg,214,201,214
longsleeve,clothing-dataset-small/longsleeve/c1fafe22-a65b-4ce4-9383-dbd470a205e6.jpg,183,142,183
dress,clothing-dataset-small/dress/eb93406f-20f2-4840-84e0-aa9febfb2580.jpg,218,2,218
dress,clothing-dataset-small/dress/123cedc9-f0ee-432b-a087-7c4981e60c75.jpg,16,55,16
dress,clothing-dataset-small/dress/58caa9fd-a3df-44ac-b296-05dbd8d02d47.jpg,188,140,188
dress,clothing-dataset-small/dress/d337b973-20fd-4455-9425-b819b0f68c24.jpg,134,135,134
dress,clothing-dataset-small/dress/e3c8e575-c5b8-4c4c-9f49-62b37b611b6b.jpg,183,183,183
dress,clothing-dataset-small/dress/2fdb7ce2-a2f1-4d1d-9e8f-345c28b5b25d.jpg,97,58,97
dress,clothing-dataset-small/dress/37271dcc-d0e5-4f31-81ac-ad4b5974812e.jpg,224,94,224
dress,clothing-dataset-small/dress/47aaf80a-9b52-4716-9851-8d8cfb52f9aa.jpg,121,87,121
dress,clothing-dataset-small/dress/4eb4072c-8da5-4667-9cb2-e670ee65bc07.jpg,148,65,148
dress,clothing-dataset-small/dress/d4477250-7054-436a-a337-baad421bc8cc.jpg,97,93,97
dress,clothing-dataset-small/dress/97cddbc9-a59f-490e-a10d-7878b2aff826.jpg,179,29,179
dress,clothing-dataset-small/dress/4b72d5a8-4a05-4df9-ab95-2404cfff4c03.jpg,170,131,170
dress,clothing-dataset-small/dress/15e1f140-7552-4402-9419-a6dd10cba223.jpg,52,78,52
dress,clothing-dataset-small/dress/18519bfc-435f-4280-8779-f7fad8fe9e79.jpg,217,140,217
dress,clothing-dataset-small/dress/47251c31-c77d-4186-b53e-080f042455cf.jpg,63,59,63
dress,clothing-dataset-small/dress/053689bb-5928-489b-aeaf-dfb969b05e93.jpg,176,68,176
dress,clothing-dataset-small/dress/8b366b95-1958-4b76-a9c3-f8195f589499.jpg,28,30,28
dress,clothing-dataset-small/dress/d52566d2-6cb0-49a6-b5d7-b514298c0b10.jpg,146,151,146
dress,clothing-dataset-small/dress/e69c6c4d-5c8f-4b4b-866d-7c3917ff2a5e.jpg,39,50,39
dress,clothing-dataset-small/dress/dc2b759e-a1a7-4abe-9bb1-e92c0a606c6d.jpg,206,68,206
dress,clothing-dataset-small/dress/b7eef4e5-320e-4467-bb16-6ad88e2c2fdf.jpg,36,42,36
dress,clothing-dataset-small/dress/d0ea01b9-6067-41c7-b1ca-b4cfd820ebf5.jpg,43,43,43
dress,clothing-dataset-small/dress/b47ca626-8848-43e5-9b9a-70217872523f.jpg,190,90,190
dress,clothing-dataset-small/dress/a2e6fd5e-001b-4cbc-86a0-7f015a1beda6.jpg,118,113,118
dress,clothing-dataset-small/dress/1bb8d90d-2b00-4623-9bfe-2ffac4f7d17f.jpg,154,26,154
dress,clothing-dataset-small/dress/edd05195-8ce4-4737-a6f1-e46c174ec6c0.jpg,59,47,59
dress,clothing-dataset-small/dress/e4cee22b-b702-4e21-9f26-cc61cc58f870.jpg,44,60,44
dress,clothing-dataset-small/dress/99f5d28d-765f-4b2f-8e83-1feba2166a6b.jpg,162,161,162
dress,clothing-dataset-small/dress/4c60802b-fe0c-4cc8-a36e-0c6bde058bea.jpg,63,44,63
dress,clothing-dataset-small/dress/f83cdf3f-f53a-4395-b70f-da23eb29e676.jpg,118,117,118
dress,clothing-dataset-small/dress/a09d821a-cfa4-4dcb-b734-e45515b3ead0.jpg,105,130,105
dress,clothing-dataset-small/dress/aa38d686-aa76-4bfa-8d79-c6ca93cdabb9.jpg,138,71,138
dress,clothing-dataset-small/dress/b8fe46bc-4781-4ab7-9a99-92374566f61c.jpg,189,91,189
dress,clothing-dataset-small/dress/b3f43dc1-ea70-4bb0-b17c-39877c99b18f.jpg,19,32,19
dress,clothing-dataset-small/dress/4142d3bc-05b8-42f4-bd16-7bcd565cfd99.jpg,186,162,186
dress,clothing-dataset-small/dress/13a7bfe9-bb57-41a2-867a-149e9d26c93a.jpg,32,60,32
dress,clothing-dataset-small/dress/d18d6d32-50d0-4746-95e5-0b812e926f54.jpg,33,54,33
dress,clothing-dataset-small/dress/160c2e1c-48d5-4e31-8155-83152e2ad649.jpg,119,102,119
dress,clothing-dataset-small/dress/41f35a3f-4592-4e50-a3ae-67568ed52754.jpg,111,111,111
dress,clothing-dataset-small/dress/dacfc786-5205-4cb2-8691-d73eefb7b15e.jpg,174,168,174
dress,clothing-dataset-small/dress/7aa53761-7711-4850-b94e-9d8ae3272320.jpg,42,46,42
dress,clothing-dataset-small/dress/c6815f1d-54b5-4b94-a8a8-02cd9db5c08a.jpg,49,43,49
dress,clothing-dataset-small/dress/0546d34a-a369-4723-8d3a-74c0f51af26c.jpg,175,158,175
dress,clothing-dataset-small/dress/4569133b-2f46-464d-8405-8f7b5fe1ff6a.jpg,183,52,183
dress,clothing-dataset-small/dress/2bc3b252-bec7-4dbc-beb3-f7977e71000f.jpg,65,74,65
dress,clothing-dataset-small/dress/08e1576e-1a7c-4a80-813d-f6914b010a8a.jpg,105,105,105
dress,clothing-dataset-small/dress/041c6bde-e737-46fd-9586-984c1503941f.jpg,82,78,82
dress,clothing-dataset-small/dress/d356b8a6-b8bf-4666-81b9-a957aea03f98.jpg,136,132,136
dress,clothing-dataset-small/dress/377c407c-b353-45c5-b592-e68bad2d68d2.jpg,36,65,36
dress,clothing-dataset-small/dress/27de089d-8509-479e-9d23-7b78f93e2480.jpg,116,142,116
dress,clothing-dataset-small/dress/21059bce-cf86-4064-b9af-5dbbbc6e7593.jpg,19,67,19
dress,clothing-dataset-small/dress/4068d0b4-56a5-4108-85c4-7c48c201147f.jpg,26,24,26
dress,clothing-dataset-small/dress/cea1326b-5c4b-4cbb-bb74-cd4c8a2666ef.jpg,97,119,97
dress,clothing-dataset-small/dress/a5625e10-a1f1-4744-987e-851af2d11a00.jpg,214,123,214
dress,clothing-dataset-small/dress/a81e5ddc-184c-4e76-8492-de4b73839cc9.jpg,112,111,112
dress,clothing-dataset-small/dress/d6d098c7-8f6c-45e0-a287-9b5bbc2f256d.jpg,41,45,41
dress,clothing-dataset-small/dress/521c2c74-7131-427a-af36-0c48aa438119.jpg,203,199,203
dress,clothing-dataset-small/dress/b2279dec-874d-4571-a8b5-8e7d704e596d.jpg,169,30,169
dress,clothing-dataset-small/dress/20a31e9d-f1d8-4eaf-9edd-9b1a8b59799a.jpg,54,117,54
dress,clothing-dataset-small/dress/bfcb85a5-3361-4d22-afbf-ce3bf067b35b.jpg,179,154,179
dress,clothing-dataset-small/dress/f242fb73-77c7-4933-9291-1cf44b56ba2e.jpg,128,129,128
dress,clothing-dataset-small/dress/d69ce5a6-460e-4493-b50e-5eadf3f90ac5.jpg,86,82,86
dress,clothing-dataset-small/dress/1da10477-cb53-4506-b54c-1ad949002e35.jpg,79,81,79
dress,clothing-dataset-small/dress/9d92e0e2-f5ae-45da-9c03-e782de380e88.jpg,1,106,1
dress,clothing-dataset-small/dress/a0b2aa38-51d0-4219-a135-fa3d769f7d37.jpg,160,42,160
dress,clothing-dataset-small/dress/7ac347b0-0147-4f0e-8174-c40177d53287.jpg,64,61,64
dress,clothing-dataset-small/dress/95dd0618-9a05-4abe-853c-fa6c3fa9bcce.jpg,176,18,176
dress,clothing-dataset-small/dress/5e982004-dc73-41b7-a784-ba316570fc1e.jpg,220,214,220
dress,clothing-dataset-small/dress/0d639320-434a-469f-a9b7-d1f8e3b1f22a.jpg,80,78,80
dress,clothing-dataset-small/dress/4c1acd5c-80bc-4f85-adb4-404f553ca881.jpg,146,118,146
dress,clothing-dataset-small/dress/d69680eb-4fdc-4783-b0d3-3b453f50069b.jpg,66,77,66
dress,clothing-dataset-small/dress/ae6f7084-8025-4ac5-9326-1f5db4e61305.jpg,113,27,113
dress,clothing-dataset-small/dress/d2db3c6a-605a-450c-b21f-dc5af1a513b1.jpg,196,185,196
dress,clothing-dataset-small/dress/221f6226-4285-4d83-83ab-d3a1950e4a22.jpg,206,162,206
dress,clothing-dataset-small/dress/13e42594-f930-4cb3-b107-2df98d2feda8.jpg,128,122,128
dress,clothing-dataset-small/dress/2b66fdb1-33dd-445f-a422-b17fbe543483.jpg,26,35,26
dress,clothing-dataset-small/dress/2074bc3b-b374-4fc6-b520-83dd51b98976.jpg,12,106,12
dress,clothing-dataset-small/dress/7f9e3f88-a93a-42ba-acad-fc3b5bf69566.jpg,36,79,36
dress,clothing-dataset-small/dress/f68947a8-6f6b-4461-ab13-81c285908509.jpg,158,96,158
dress,clothing-dataset-small/dress/8e06cd75-f99a-4df0-a148-64cb36b4ba51.jpg,179,170,179
dress,clothing-dataset-small/dress/935c68bd-b5d7-4d17-8e2c-0610b04aebf2.jpg,188,182,188
dress,clothing-dataset-small/dress/ac4e79c1-4bfd-4181-bdff-cd860af2c8d3.jpg,36,26,36
dress,clothing-dataset-small/dress/e002937a-b018-41f6-9ccc-79c35f01b14d.jpg,212,92,212
dress,clothing-dataset-small/dress/7405eabb-acec-426a-bfa3-a0533b1778e0.jpg,103,10,103
dress,clothing-dataset-small/dress/d405f7e3-be05-4b67-8741-8b3507f2d405.jpg,7,28,7
dress,clothing-dataset-small/dress/a1190e56-0e53-41e3-ad16-a63575173747.jpg,36,34,36
dress,clothing-dataset-small/dress/32c91193-3fe7-48a1-8867-01c55e4f3985.jpg,205,49,205
dress,clothing-dataset-small/dress/8942b418-8e99-450c-a051-63c2f850937b.jpg,97,109,97
dress,clothing-dataset-small/dress/09c09dd1-ccef-4ced-96dd-ba3b828a49b4.jpg,164,153,164
dress,clothing-dataset-small/dress/354f2a8e-8ecb-4284-9ab9-e39399e36afb.jpg,217,192,217
dress,clothing-dataset-small/dress/9764558f-a55d-4909-865a-b2967debafef.jpg,7,54,7
dress,clothing-dataset-small/dress/176e457c-bda2-4cc2-8044-af1a528bb9b1.jpg,87,67,87
dress,clothing-dataset-small/dress/6f5d2dc7-5c5c-4d53-85fc-76b64950fd10.jpg,46,45,46
dress,clothing-dataset-small/dress/3c4bedd6-1073-4d9d-bb06-031f865f0846.jpg,80,131,80
dress,clothing-dataset-small/dress/35bea435-5e0c-4fe4-9890-2a58f37f4029.jpg,112,132,112
dress,clothing-dataset-small/dress/763396ce-3b74-425b-9f0e-0ef2b20e10cc.jpg,46,50,46
dress,clothing-dataset-small/dress/3175a932-43ce-46fd-8599-37f375b1f776.jpg,19,25,19
dress,clothing-dataset-small/dress/334bc6ef-fc89-4226-90f3-dd63645ec845.jpg,41,42,41
dress,clothing-dataset-small/dress/cf0ab953-d1b3-4c51-bbc6-f50078b4df58.jpg,89,86,89
dress,clothing-dataset-small/dress/7fc78f14-68ad-4daa-ad8d-5e016016c680.jpg,160,119,160
dress,clothing-dataset-small/dress/7fc487f9-81a1-4285-aef9-45574cc8adce.jpg,190,206,190
dress,clothing-dataset-small/dress/986d3a7e-d9e0-4c7b-a317-560797873433.jpg,204,34,204
dress,clothing-dataset-small/dress/824014f4-825b-4bf2-835e-e3b8b7d0f387.jpg,180,183,180
dress,clothing-dataset-small/dress/9e3efd31-68df-4278-a592-acfc6bcaee82.jpg,165,152,165
dress,clothing-dataset-small/dress/f28fb711-b7bf-4d6e-9935-6970a311a14e.jpg,220,32,220
dress,clothing-dataset-small/dress/cefb387a-241a-4bf9-8075-73c9e2d37476.jpg,76,70,76
dress,clothing-dataset-small/dress/e9a97cee-c85f-4eb9-87fe-9a7de7e94355.jpg,91,94,91
dress,clothing-dataset-small/dress/0a69db60-c052-4b9a-a90d-e53120d091d5.jpg,199,188,199
dress,clothing-dataset-small/dress/f58a0a2b-42b0-4dbd-bbad-49b5acceeda4.jpg,44,17,44
dress,clothing-dataset-small/dress/877eebfc-1de1-4009-8362-e289d2891dea.jpg,102,24,102
dress,clothing-dataset-small/dress/fe9bcc3e-f381-4243-ac65-d1a4fd29b70f.jpg,148,136,148
dress,clothing-dataset-small/dress/58c792f7-57e0-4193-bd4e-6866fae890a0.jpg,103,28,103
dress,clothing-dataset-small/dress/55694d05-4d0e-48cd-936a-3acd3761ceac.jpg,107,107,107
dress,clothing-dataset-small/dress/4334620b-316c-4762-a116-9add429220d0.jpg,59,52,59
dress,clothing-dataset-small/dress/5b0b2f96-d429-4dc8-a43b-33804236a351.jpg,212,203,212
dress,clothing-dataset-small/dress/6e143162-9472-43c3-8db1-04eeea838ae8.jpg,9,62,9
dress,clothing-dataset-small/dress/45bd7880-dbba-4264-a4fd-c1b575b7c5ee.jpg,190,191,190
dress,clothing-dataset-small/dress/6b779a54-4cdc-4205-ba1f-9597c779a683.jpg,16,62,16
dress,clothing-dataset-small/dress/fa633eb5-0ca4-4e22-943e-1cdeaf9e60b5.jpg,164,169,164
dress,clothing-dataset-small/dress/9e578f34-a6df-46f6-80b0-1dfd30b7fa36.jpg,94,40,94
dress,clothing-dataset-small/dress/04f0b07f-4b9f-4c55-bc5d-b693658fb32c.jpg,47,46,47
dress,clothing-dataset-small/dress/bd4ccb87-fe31-4c27-ac13-f69e45f631d8.jpg,154,151,154
dress,clothing-dataset-small/dress/69c6cb91-303a-4d42-be28-0a4e6666b39e.jpg,172,136,172
dress,clothing-dataset-small/dress/7a634f1b-53ef-4314-b4d0-829a4be0933c.jpg,125,117,125
dress,clothing-dataset-small/dress/c866397d-ab4d-4723-87bc-ec72561034af.jpg,49,46,49
dress,clothing-dataset-small/dress/8dcd8c2d-e44b-445b-b026-653d7e6918b8.jpg,187,186,187
dress,clothing-dataset-small/dress/716a287d-b701-4fe8-9a0b-ab67d7998b07.jpg,63,157,63
dress,clothing-dataset-small/dress/2456b899-8146-4823-951a-efe3ab0c2a5b.jpg,91,70,91
dress,clothing-dataset-small/dress/bed38b7f-0a9e-46af-864c-a790aebcc330.jpg,221,213,221
dress,clothing-dataset-small/dress/9fdf4d40-5e5c-445a-ada6-bd87925609ca.jpg,184,191,184
dress,clothing-dataset-small/dress/dd64332e-aab6-43d0-899b-4a95e328b7c5.jpg,125,125,125
dress,clothing-dataset-small/dress/230ee7f3-a206-4804-9c23-8b5bda052140.jpg,144,111,144
dress,clothing-dataset-small/dress/0ba71e2a-4941-4c09-952e-e32895840d34.jpg,189,181,189
dress,clothing-dataset-small/dress/78ba342e-239f-4b19-81ed-e0266331f71c.jpg,136,134,136
dress,clothing-dataset-small/dress/6a42eb5f-1fe1-4ff8-9b1d-5cb40ed25469.jpg,15,117,15
dress,clothing-dataset-small/dress/6eaff8d0-517f-4fad-ad54-4249b8c53ff9.jpg,42,51,42
dress,clothing-dataset-small/dress/4f531375-ea12-4f45-b5bc-f206088fbf5a.jpg,135,113,135
dress,clothing-dataset-small/dress/dc8c8cb1-efcd-4a20-afca-79a1869a7352.jpg,182,177,182
dress,clothing-dataset-small/dress/484aaf4f-de3a-445b-8a3a-452e9e6af697.jpg,187,174,187
dress,clothing-dataset-small/dress/415566a9-f64f-412f-9509-b72d8b8d6c65.jpg,71,67,71
dress,clothing-dataset-small/dress/82878359-5004-44b9-8a93-6234169793a4.jpg,15,15,15
dress,clothing-dataset-small/dress/f9d4d0a8-674d-4d50-b1cc-320a52ff0d78.jpg,23,22,23
dress,clothing-dataset-small/dress/e33ead42-2bcb-442b-96ae-29253e2a3b82.jpg,191,194,191
dress,clothing-dataset-small/dress/80915bfe-d4fe-407e-8105-e46169d5bc53.jpg,160,12,160
dress,clothing-dataset-small/dress/702c26ad-76d4-4906-a13f-62fc0af4b083.jpg,56,81,56
dress,clothing-dataset-small/dress/725838e4-765b-4c66-a1bc-c1023468c076.jpg,69,70,69
dress,clothing-dataset-small/dress/535730d9-abf0-428f-8f2f-b0c10591b657.jpg,185,118,185
dress,clothing-dataset-small/dress/bf48fa4a-8427-47e3-a802-08f758b71e70.jpg,79,94,79
dress,clothing-dataset-small/dress/14a73972-d3a6-430e-8fe1-8e6911e40371.jpg,95,117,95
dress,clothing-dataset-small/dress/2a711e77-ef04-47ca-8b5c-f1729d0ce04e.jpg,128,121,128
dress,clothing-dataset-small/dress/522cff43-13e2-4f16-a184-ce7616460e2e.jpg,108,79,108
dress,clothing-dataset-small/dress/ebf26811-8efb-4f58-a8cf-e4f8b6767a53.jpg,61,141,61
dress,clothing-dataset-small/dress/f1e76eb5-13a9-4782-b1eb-7db40004661d.jpg,131,104,131
dress,clothing-dataset-small/dress/146d59ff-931a-4997-a699-d27c062135fc.jpg,193,128,193
dress,clothing-dataset-small/dress/833cea61-c79a-4481-8082-8c0fe309c194.jpg,67,45,67
dress,clothing-dataset-small/dress/dbd8d1cf-fa94-4d76-bfc8-4801d49b2fd8.jpg,164,168,164
dress,clothing-dataset-small/dress/dfad87ed-9747-45a3-a6cb-68697882009a.jpg,179,175,179
dress,clothing-dataset-small/dress/ea4fad11-8486-4ecc-b62a-9edebab31001.jpg,35,53,35
dress,clothing-dataset-small/dress/08868e1e-e19a-43de-b883-82694af5a482.jpg,58,58,58
dress,clothing-dataset-small/dress/df8283c4-33a7-4bc3-b2ef-2f9c62b15c18.jpg,221,176,221
dress,clothing-dataset-small/dress/ce27bde3-b523-449c-87b0-35c4317d32d1.jpg,17,43,17
dress,clothing-dataset-small/dress/396bd268-2b09-4412-a3c7-323b57cbf610.jpg,156,134,156
dress,clothing-dataset-small/dress/bc694556-e034-4849-a07f-f559a5cc0235.jpg,166,167,166
dress,clothing-dataset-small/dress/bc6aaa37-0299-4a59-975e-d3dfb35a7a34.jpg,32,33,32
dress,clothing-dataset-small/dress/3193786c-22f1-4ea9-9e84-8ee47c138a8d.jpg,84,78,84
dress,clothing-dataset-small/dress/cb61ac26-e7a5-42a6-8471-66f69a9ccd4d.jpg,102,99,102
dress,clothing-dataset-small/dress/9a5bb17d-2ab7-45dc-af8b-08ad0f42ba16.jpg,95,106,95
dress,clothing-dataset-small/dress/34118cd8-2498-4965-b7cf-3b50d1d45e22.jpg,75,140,75
dress,clothing-dataset-small/dress/05d361f6-9518-4bf7-a644-6dba9402adf4.jpg,72,89,72
dress,clothing-dataset-small/dress/e59186b6-abfa-4f6a-9e7b-2c7e2cf3fd22.jpg,103,80,103
dress,clothing-dataset-small/dress/ac6b4d26-7e1b-49a5-8045-84d213b56a7e.jpg,175,157,175
dress,clothing-dataset-small/dress/dd0ff00d-5ce3-4150-b4ee-05da2c0a6555.jpg,30,30,30
dress,clothing-dataset-small/dress/babf31fc-abbe-42d2-9e78-794e8052949e.jpg,192,183,192
